Core.size Pan.size BIC LogLikelihood
2 components 3 10 54.4527508168778 -23.7724977689478
3 components 3 10 51.4913114526605 -19.9891929938451
4 components 3 10 56.0964786174246 -19.9891914832331
5 components 3 10 60.701699529524 -19.9892168462888
6 components 3 10 65.3068193368572 -19.9891916569613
7 components 3 10 69.9120742684959 -19.9892340297867
8 components 3 10 74.5172117578837 -19.9892176814865
9 components 3 10 79.1224273965992 -19.9892404078502
10 components 3 10 83.7278134730387 -19.9893483530759
Sample 3 10 NA NA
