694,694,2,2
2,2,701,701
701,701,2,2
2,2,703,703
703,703,2,2
2,2,715,715
715,715,2,2
2,2,717,717
717,717,2,2
2,2,729,729
729,729,2,2
2,2,735,735
735,735,2,2
2,2,737,737
737,737,2,2
2,2,744,744
744,744,2,2
2,2,759,759
759,759,2,2
2,2,766,766
766,766,2,2
3,3,8,8
8,8,3,3
3,3,15,15
15,15,3,3
3,3,25,25
25,25,3,3
3,3,31,31
31,31,3,3
3,3,38,38
38,38,3,3
3,3,43,43
43,43,3,3
3,3,53,53
53,53,3,3
3,3,56,56
56,56,3,3
3,3,65,65
65,65,3,3
3,3,71,71
71,71,3,3
3,3,77,77
77,77,3,3
3,3,85,85
85,85,3,3
3,3,92,92
92,92,3,3
3,3,97,97
97,97,3,3
3,3,106,106
106,106,3,3
3,3,111,111
111,111,3,3
3,3,120,120
120,120,3,3
3,3,126,126
126,126,3,3
3,3,133,133
133,133,3,3
3,3,138,138
138,138,3,3
3,3,144,144
144,144,3,3
3,3,150,150
150,150,3,3
3,3,157,157
157,157,3,3
3,3,166,166
166,166,3,3
3,3,170,170
170,170,3,3
3,3,177,177
177,177,3,3
3,3,186,186
186,186,3,3
3,3,193,193
193,193,3,3
3,3,200,200
200,200,3,3
3,3,205,205
205,205,3,3
3,3,213,213
213,213,3,3
3,3,222,222
222,222,3,3
3,3,228,228
228,228,3,3
3,3,234,234
234,234,3,3
3,3,244,244
244,244,3,3
3,3,251,251
251,251,3,3
3,3,256,256
256,256,3,3
3,3,265,265
265,265,3,3
3,3,273,273
273,273,3,3
3,3,278,278
278,278,3,3
3,3,285,285
285,285,3,3
3,3,292,292
292,292,3,3
3,3,298,298
298,298,3,3
3,3,307,307
307,307,3,3
3,3,314,314
314,314,3,3
3,3,324,324
324,324,3,3
3,3,332,332
332,332,3,3
3,3,336,336
336,336,3,3
3,3,345,345
345,345,3,3
3,3,352,352
352,352,3,3
3,3,357,357
357,357,3,3
3,3,366,366
366,366,3,3
3,3,371,371
371,371,3,3
3,3,377,377
377,377,3,3
3,3,386,386
386,386,3,3
3,3,391,391
391,391,3,3
3,3,401,401
401,401,3,3
3,3,406,406
406,406,3,3
3,3,411,411
411,411,3,3
3,3,418,418
418,418,3,3
3,3,426,426
426,426,3,3
3,3,430,430
430,430,3,3
3,3,438,438
438,438,3,3
3,3,446,446
446,446,3,3
3,3,454,454
454,454,3,3
3,3,461,461
461,461,3,3
3,3,468,468
468,468,3,3
3,3,475,475
475,475,3,3
3,3,480,480
480,480,3,3
3,3,487,487
487,487,3,3
3,3,497,497
497,497,3,3
3,3,501,501
501,501,3,3
3,3,510,510
510,510,3,3
3,3,516,516
516,516,3,3
3,3,523,523
523,523,3,3
3,3,530,530
530,530,3,3
3,3,535,535
535,535,3,3
3,3,542,542
542,542,3,3
3,3,551,551
551,551,3,3
3,3,556,556
556,556,3,3
3,3,564,564
564,564,3,3
3,3,570,570
570,570,3,3
3,3,578,578
578,578,3,3
3,3,586,586
586,586,3,3
3,3,592,592
592,592,3,3
3,3,601,601
601,601,3,3
3,3,606,606
606,606,3,3
3,3,612,612
612,612,3,3
3,3,618,618
618,618,3,3
3,3,623,623
623,623,3,3
3,3,630,630
630,630,3,3
3,3,636,636
636,636,3,3
3,3,643,643
643,643,3,3
3,3,653,653
653,653,3,3
3,3,659,659
659,659,3,3
3,3,664,664
664,664,3,3
3,3,673,673
673,673,3,3
3,3,678,678
678,678,3,3
3,3,685,685
685,685,3,3
3,3,690,690
690,690,3,3
3,3,695,695
695,695,3,3
3,3,704,704
704,704,3,3
3,3,709,709
709,709,3,3
3,3,718,718
718,718,3,3
3,3,723,723
723,723,3,3
3,3,730,730
730,730,3,3
3,3,738,738
738,738,3,3
3,3,746,746
746,746,3,3
3,3,753,753
753,753,3,3
3,3,760,760
760,760,3,3
4,4,9,9
9,9,4,4
4,4,16,16
16,16,4,4
4,4,26,26
26,26,4,4
4,4,32,32
32,32,4,4
4,4,39,39
39,39,4,4
4,4,44,44
44,44,4,4
4,4,54,54
54,54,4,4
4,4,57,57
57,57,4,4
4,4,67,67
67,67,4,4
4,4,72,72
72,72,4,4
4,4,78,78
78,78,4,4
4,4,86,86
86,86,4,4
4,4,93,93
93,93,4,4
4,4,98,98
98,98,4,4
4,4,107,107
107,107,4,4
4,4,112,112
112,112,4,4
4,4,121,121
121,121,4,4
4,4,127,127
127,127,4,4
4,4,134,134
134,134,4,4
4,4,139,139
139,139,4,4
4,4,145,145
145,145,4,4
4,4,151,151
151,151,4,4
4,4,158,158
158,158,4,4
4,4,167,167
167,167,4,4
4,4,171,171
171,171,4,4
4,4,178,178
178,178,4,4
4,4,187,187
187,187,4,4
4,4,194,194
194,194,4,4
4,4,201,201
201,201,4,4
4,4,206,206
206,206,4,4
4,4,214,214
214,214,4,4
4,4,224,224
224,224,4,4
4,4,229,229
229,229,4,4
4,4,236,236
236,236,4,4
4,4,245,245
245,245,4,4
4,4,252,252
252,252,4,4
4,4,257,257
257,257,4,4
4,4,267,267
267,267,4,4
4,4,279,279
279,279,4,4
4,4,286,286
286,286,4,4
4,4,293,293
293,293,4,4
4,4,299,299
299,299,4,4
4,4,308,308
308,308,4,4
4,4,316,316
316,316,4,4
4,4,327,327
327,327,4,4
4,4,333,333
333,333,4,4
4,4,337,337
337,337,4,4
4,4,346,346
346,346,4,4
4,4,353,353
353,353,4,4
4,4,358,358
358,358,4,4
4,4,367,367
367,367,4,4
4,4,372,372
372,372,4,4
4,4,379,379
379,379,4,4
4,4,387,387
387,387,4,4
4,4,392,392
392,392,4,4
4,4,402,402
402,402,4,4
4,4,407,407
407,407,4,4
4,4,412,412
412,412,4,4
4,4,419,419
419,419,4,4
4,4,427,427
427,427,4,4
4,4,431,431
431,431,4,4
4,4,440,440
440,440,4,4
4,4,448,448
448,448,4,4
4,4,455,455
455,455,4,4
4,4,462,462
462,462,4,4
4,4,469,469
469,469,4,4
4,4,476,476
476,476,4,4
4,4,481,481
481,481,4,4
4,4,488,488
488,488,4,4
4,4,498,498
498,498,4,4
4,4,502,502
502,502,4,4
4,4,511,511
511,511,4,4
4,4,517,517
517,517,4,4
4,4,524,524
524,524,4,4
4,4,531,531
531,531,4,4
4,4,536,536
536,536,4,4
4,4,543,543
543,543,4,4
4,4,552,552
552,552,4,4
4,4,557,557
557,557,4,4
4,4,565,565
565,565,4,4
4,4,571,571
571,571,4,4
4,4,579,579
579,579,4,4
4,4,588,588
588,588,4,4
4,4,593,593
593,593,4,4
4,4,602,602
602,602,4,4
4,4,607,607
607,607,4,4
4,4,613,613
613,613,4,4
4,4,619,619
619,619,4,4
4,4,624,624
624,624,4,4
4,4,631,631
631,631,4,4
4,4,637,637
637,637,4,4
4,4,644,644
644,644,4,4
4,4,654,654
654,654,4,4
4,4,660,660
660,660,4,4
4,4,665,665
665,665,4,4
4,4,674,674
674,674,4,4
4,4,679,679
679,679,4,4
4,4,686,686
686,686,4,4
4,4,691,691
691,691,4,4
4,4,696,696
696,696,4,4
4,4,705,705
705,705,4,4
4,4,710,710
710,710,4,4
4,4,719,719
719,719,4,4
4,4,724,724
724,724,4,4
4,4,731,731
731,731,4,4
4,4,739,739
739,739,4,4
4,4,748,748
748,748,4,4
4,4,754,754
754,754,4,4
4,4,761,761
761,761,4,4
5,5,10,10
10,10,5,5
5,5,17,17
17,17,5,5
5,5,27,27
27,27,5,5
5,5,33,33
33,33,5,5
5,5,40,40
40,40,5,5
5,5,45,45
45,45,5,5
5,5,55,55
55,55,5,5
5,5,58,58
58,58,5,5
5,5,68,68
68,68,5,5
5,5,73,73
73,73,5,5
5,5,79,79
79,79,5,5
5,5,87,87
87,87,5,5
5,5,94,94
94,94,5,5
5,5,99,99
99,99,5,5
5,5,108,108
108,108,5,5
5,5,113,113
113,113,5,5
5,5,122,122
122,122,5,5
5,5,128,128
128,128,5,5
5,5,135,135
135,135,5,5
5,5,140,140
140,140,5,5
5,5,146,146
146,146,5,5
5,5,152,152
152,152,5,5
5,5,159,159
159,159,5,5
5,5,168,168
168,168,5,5
5,5,172,172
172,172,5,5
5,5,179,179
179,179,5,5
5,5,188,188
188,188,5,5
5,5,195,195
195,195,5,5
5,5,202,202
202,202,5,5
5,5,207,207
207,207,5,5
5,5,215,215
215,215,5,5
5,5,225,225
225,225,5,5
5,5,230,230
230,230,5,5
5,5,237,237
237,237,5,5
5,5,246,246
246,246,5,5
5,5,253,253
253,253,5,5
5,5,258,258
258,258,5,5
5,5,268,268
268,268,5,5
5,5,274,274
274,274,5,5
5,5,280,280
280,280,5,5
5,5,287,287
287,287,5,5
5,5,294,294
294,294,5,5
5,5,300,300
300,300,5,5
5,5,309,309
309,309,5,5
5,5,317,317
317,317,5,5
5,5,334,334
334,334,5,5
5,5,338,338
338,338,5,5
5,5,347,347
347,347,5,5
5,5,354,354
354,354,5,5
5,5,359,359
359,359,5,5
5,5,368,368
368,368,5,5
5,5,373,373
373,373,5,5
5,5,380,380
380,380,5,5
5,5,388,388
388,388,5,5
5,5,393,393
393,393,5,5
5,5,403,403
403,403,5,5
5,5,408,408
408,408,5,5
5,5,413,413
413,413,5,5
5,5,420,420
420,420,5,5
5,5,428,428
428,428,5,5
5,5,432,432
432,432,5,5
5,5,441,441
441,441,5,5
5,5,449,449
449,449,5,5
5,5,456,456
456,456,5,5
5,5,463,463
463,463,5,5
5,5,470,470
470,470,5,5
5,5,482,482
482,482,5,5
5,5,489,489
489,489,5,5
5,5,499,499
499,499,5,5
5,5,503,503
503,503,5,5
5,5,512,512
512,512,5,5
5,5,518,518
518,518,5,5
5,5,525,525
525,525,5,5
5,5,532,532
532,532,5,5
5,5,537,537
537,537,5,5
5,5,544,544
544,544,5,5
5,5,553,553
553,553,5,5
5,5,558,558
558,558,5,5
5,5,566,566
566,566,5,5
5,5,572,572
572,572,5,5
5,5,580,580
580,580,5,5
5,5,589,589
589,589,5,5
5,5,594,594
594,594,5,5
5,5,603,603
603,603,5,5
5,5,608,608
608,608,5,5
5,5,614,614
614,614,5,5
5,5,620,620
620,620,5,5
5,5,625,625
625,625,5,5
5,5,632,632
632,632,5,5
5,5,638,638
638,638,5,5
5,5,645,645
645,645,5,5
5,5,655,655
655,655,5,5
5,5,661,661
661,661,5,5
5,5,666,666
666,666,5,5
5,5,680,680
680,680,5,5
5,5,687,687
687,687,5,5
5,5,692,692
692,692,5,5
5,5,697,697
697,697,5,5
5,5,706,706
706,706,5,5
5,5,711,711
711,711,5,5
5,5,720,720
720,720,5,5
5,5,725,725
725,725,5,5
5,5,732,732
732,732,5,5
5,5,740,740
740,740,5,5
5,5,749,749
749,749,5,5
5,5,755,755
755,755,5,5
5,5,762,762
762,762,5,5
6,6,11,11
11,11,6,6
6,6,18,18
18,18,6,6
6,6,24,24
24,24,6,6
6,6,34,34
34,34,6,6
6,6,41,41
41,41,6,6
6,6,46,46
46,46,6,6
6,6,52,52
52,52,6,6
6,6,63,63
63,63,6,6
6,6,74,74
74,74,6,6
6,6,76,76
76,76,6,6
6,6,88,88
88,88,6,6
6,6,95,95
95,95,6,6
6,6,100,100
100,100,6,6
6,6,109,109
109,109,6,6
6,6,114,114
114,114,6,6
6,6,123,123
123,123,6,6
6,6,129,129
129,129,6,6
6,6,136,136
136,136,6,6
6,6,141,141
141,141,6,6
6,6,147,147
147,147,6,6
6,6,153,153
153,153,6,6
6,6,160,160
160,160,6,6
6,6,169,169
169,169,6,6
6,6,173,173
173,173,6,6
6,6,180,180
180,180,6,6
6,6,189,189
189,189,6,6
6,6,196,196
196,196,6,6
6,6,203,203
203,203,6,6
6,6,208,208
208,208,6,6
6,6,216,216
216,216,6,6
6,6,226,226
226,226,6,6
6,6,231,231
231,231,6,6
6,6,238,238
238,238,6,6
6,6,247,247
247,247,6,6
6,6,254,254
254,254,6,6
6,6,259,259
259,259,6,6
6,6,269,269
269,269,6,6
6,6,275,275
275,275,6,6
6,6,281,281
281,281,6,6
6,6,288,288
288,288,6,6
6,6,295,295
295,295,6,6
6,6,301,301
301,301,6,6
6,6,310,310
310,310,6,6
6,6,318,318
318,318,6,6
6,6,328,328
328,328,6,6
6,6,335,335
335,335,6,6
6,6,339,339
339,339,6,6
6,6,348,348
348,348,6,6
6,6,355,355
355,355,6,6
6,6,360,360
360,360,6,6
6,6,369,369
369,369,6,6
6,6,374,374
374,374,6,6
6,6,381,381
381,381,6,6
6,6,389,389
389,389,6,6
6,6,394,394
394,394,6,6
6,6,400,400
400,400,6,6
6,6,409,409
409,409,6,6
6,6,414,414
414,414,6,6
6,6,421,421
421,421,6,6
6,6,429,429
429,429,6,6
6,6,433,433
433,433,6,6
6,6,442,442
442,442,6,6
6,6,450,450
450,450,6,6
6,6,457,457
457,457,6,6
6,6,464,464
464,464,6,6
6,6,471,471
471,471,6,6
6,6,483,483
483,483,6,6
6,6,490,490
490,490,6,6
6,6,496,496
496,496,6,6
6,6,504,504
504,504,6,6
6,6,513,513
513,513,6,6
6,6,519,519
519,519,6,6
6,6,526,526
526,526,6,6
6,6,533,533
533,533,6,6
6,6,538,538
538,538,6,6
6,6,545,545
545,545,6,6
6,6,554,554
554,554,6,6
6,6,559,559
559,559,6,6
6,6,567,567
567,567,6,6
6,6,569,569
569,569,6,6
6,6,581,581
581,581,6,6
6,6,590,590
590,590,6,6
6,6,595,595
595,595,6,6
6,6,600,600
600,600,6,6
6,6,609,609
609,609,6,6
6,6,615,615
615,615,6,6
6,6,621,621
621,621,6,6
6,6,626,626
626,626,6,6
6,6,633,633
633,633,6,6
6,6,639,639
639,639,6,6
6,6,646,646
646,646,6,6
6,6,652,652
652,652,6,6
6,6,662,662
662,662,6,6
6,6,667,667
667,667,6,6
6,6,675,675
675,675,6,6
6,6,681,681
681,681,6,6
6,6,684,684
684,684,6,6
6,6,688,688
688,688,6,6
6,6,698,698
698,698,6,6
6,6,707,707
707,707,6,6
6,6,712,712
712,712,6,6
6,6,721,721
721,721,6,6
6,6,726,726
726,726,6,6
6,6,733,733
733,733,6,6
6,6,741,741
741,741,6,6
6,6,750,750
750,750,6,6
6,6,756,756
756,756,6,6
6,6,763,763
763,763,6,6
7,7,19,19
19,19,7,7
7,7,42,42
42,42,7,7
7,7,80,80
80,80,7,7
7,7,89,89
89,89,7,7
7,7,137,137
137,137,7,7
7,7,190,190
190,190,7,7
7,7,204,204
204,204,7,7
7,7,302,302
302,302,7,7
7,7,415,415
415,415,7,7
7,7,699,699
699,699,7,7
8,8,15,15
15,15,8,8
8,8,25,25
25,25,8,8
8,8,31,31
31,31,8,8
8,8,38,38
38,38,8,8
8,8,43,43
43,43,8,8
8,8,53,53
53,53,8,8
8,8,56,56
56,56,8,8
8,8,65,65
65,65,8,8
8,8,71,71
71,71,8,8
8,8,77,77
77,77,8,8
8,8,85,85
85,85,8,8
8,8,92,92
92,92,8,8
8,8,97,97
97,97,8,8
8,8,106,106
106,106,8,8
8,8,111,111
111,111,8,8
8,8,120,120
120,120,8,8
8,8,126,126
126,126,8,8
8,8,133,133
133,133,8,8
8,8,138,138
138,138,8,8
8,8,144,144
144,144,8,8
8,8,150,150
150,150,8,8
8,8,157,157
157,157,8,8
8,8,166,166
166,166,8,8
8,8,170,170
170,170,8,8
8,8,177,177
177,177,8,8
8,8,186,186
186,186,8,8
8,8,193,193
193,193,8,8
8,8,200,200
200,200,8,8
8,8,205,205
205,205,8,8
8,8,213,213
213,213,8,8
8,8,222,222
222,222,8,8
8,8,228,228
228,228,8,8
8,8,234,234
234,234,8,8
8,8,244,244
244,244,8,8
8,8,251,251
251,251,8,8
8,8,256,256
256,256,8,8
8,8,265,265
265,265,8,8
8,8,273,273
273,273,8,8
8,8,278,278
278,278,8,8
8,8,285,285
285,285,8,8
8,8,292,292
292,292,8,8
8,8,298,298
298,298,8,8
8,8,307,307
307,307,8,8
8,8,314,314
314,314,8,8
8,8,324,324
324,324,8,8
8,8,332,332
332,332,8,8
8,8,336,336
336,336,8,8
8,8,345,345
345,345,8,8
8,8,352,352
352,352,8,8
8,8,357,357
357,357,8,8
8,8,366,366
366,366,8,8
8,8,371,371
371,371,8,8
8,8,377,377
377,377,8,8
8,8,386,386
386,386,8,8
8,8,391,391
391,391,8,8
8,8,401,401
401,401,8,8
8,8,406,406
406,406,8,8
8,8,411,411
411,411,8,8
8,8,418,418
418,418,8,8
8,8,426,426
426,426,8,8
8,8,430,430
430,430,8,8
8,8,438,438
438,438,8,8
8,8,446,446
446,446,8,8
8,8,454,454
454,454,8,8
8,8,461,461
461,461,8,8
8,8,468,468
468,468,8,8
8,8,475,475
475,475,8,8
8,8,480,480
480,480,8,8
8,8,487,487
487,487,8,8
8,8,497,497
497,497,8,8
8,8,501,501
501,501,8,8
8,8,510,510
510,510,8,8
8,8,516,516
516,516,8,8
8,8,523,523
523,523,8,8
8,8,530,530
530,530,8,8
8,8,535,535
535,535,8,8
8,8,542,542
542,542,8,8
8,8,551,551
551,551,8,8
8,8,556,556
556,556,8,8
8,8,564,564
564,564,8,8
8,8,570,570
570,570,8,8
8,8,578,578
578,578,8,8
8,8,586,586
586,586,8,8
8,8,592,592
592,592,8,8
8,8,601,601
601,601,8,8
8,8,606,606
606,606,8,8
8,8,612,612
612,612,8,8
8,8,618,618
618,618,8,8
8,8,623,623
623,623,8,8
8,8,630,630
630,630,8,8
8,8,636,636
636,636,8,8
8,8,643,643
643,643,8,8
8,8,653,653
653,653,8,8
8,8,659,659
659,659,8,8
8,8,664,664
664,664,8,8
8,8,673,673
673,673,8,8
8,8,678,678
678,678,8,8
8,8,685,685
685,685,8,8
8,8,690,690
690,690,8,8
8,8,695,695
695,695,8,8
8,8,704,704
704,704,8,8
8,8,709,709
709,709,8,8
8,8,718,718
718,718,8,8
8,8,723,723
723,723,8,8
8,8,730,730
730,730,8,8
8,8,738,738
738,738,8,8
8,8,746,746
746,746,8,8
8,8,753,753
753,753,8,8
8,8,760,760
760,760,8,8
9,9,16,16
16,16,9,9
9,9,26,26
26,26,9,9
9,9,32,32
32,32,9,9
9,9,39,39
39,39,9,9
9,9,44,44
44,44,9,9
9,9,54,54
54,54,9,9
9,9,57,57
57,57,9,9
9,9,67,67
67,67,9,9
9,9,72,72
72,72,9,9
9,9,78,78
78,78,9,9
9,9,86,86
86,86,9,9
9,9,93,93
93,93,9,9
9,9,98,98
98,98,9,9
9,9,107,107
107,107,9,9
9,9,112,112
112,112,9,9
9,9,121,121
121,121,9,9
9,9,127,127
127,127,9,9
9,9,134,134
134,134,9,9
9,9,139,139
139,139,9,9
9,9,145,145
145,145,9,9
9,9,151,151
151,151,9,9
9,9,158,158
158,158,9,9
9,9,167,167
167,167,9,9
9,9,171,171
171,171,9,9
9,9,178,178
178,178,9,9
9,9,187,187
187,187,9,9
9,9,194,194
194,194,9,9
9,9,201,201
201,201,9,9
9,9,206,206
206,206,9,9
9,9,214,214
214,214,9,9
9,9,224,224
224,224,9,9
9,9,229,229
229,229,9,9
9,9,236,236
236,236,9,9
9,9,245,245
245,245,9,9
9,9,252,252
252,252,9,9
9,9,257,257
257,257,9,9
9,9,267,267
267,267,9,9
9,9,279,279
279,279,9,9
9,9,286,286
286,286,9,9
9,9,293,293
293,293,9,9
9,9,299,299
299,299,9,9
9,9,308,308
308,308,9,9
9,9,316,316
316,316,9,9
9,9,327,327
327,327,9,9
9,9,333,333
333,333,9,9
9,9,337,337
337,337,9,9
9,9,346,346
346,346,9,9
9,9,353,353
353,353,9,9
9,9,358,358
358,358,9,9
9,9,367,367
367,367,9,9
9,9,372,372
372,372,9,9
9,9,379,379
379,379,9,9
9,9,387,387
387,387,9,9
9,9,392,392
392,392,9,9
9,9,402,402
402,402,9,9
9,9,407,407
407,407,9,9
9,9,412,412
412,412,9,9
9,9,419,419
419,419,9,9
9,9,427,427
427,427,9,9
9,9,431,431
431,431,9,9
9,9,440,440
440,440,9,9
9,9,448,448
448,448,9,9
9,9,455,455
455,455,9,9
9,9,462,462
462,462,9,9
9,9,469,469
469,469,9,9
9,9,476,476
476,476,9,9
9,9,481,481
481,481,9,9
9,9,488,488
488,488,9,9
9,9,498,498
498,498,9,9
9,9,502,502
502,502,9,9
9,9,511,511
511,511,9,9
9,9,517,517
517,517,9,9
9,9,524,524
524,524,9,9
9,9,531,531
531,531,9,9
9,9,536,536
536,536,9,9
9,9,543,543
543,543,9,9
9,9,552,552
552,552,9,9
9,9,557,557
557,557,9,9
9,9,565,565
565,565,9,9
9,9,571,571
571,571,9,9
9,9,579,579
579,579,9,9
9,9,588,588
588,588,9,9
9,9,593,593
593,593,9,9
9,9,602,602
602,602,9,9
9,9,607,607
607,607,9,9
9,9,613,613
613,613,9,9
9,9,619,619
619,619,9,9
9,9,624,624
624,624,9,9
9,9,631,631
631,631,9,9
9,9,637,637
637,637,9,9
9,9,644,644
644,644,9,9
9,9,654,654
654,654,9,9
9,9,660,660
660,660,9,9
9,9,665,665
665,665,9,9
9,9,674,674
674,674,9,9
9,9,679,679
679,679,9,9
9,9,686,686
686,686,9,9
9,9,691,691
691,691,9,9
9,9,696,696
696,696,9,9
9,9,705,705
705,705,9,9
9,9,710,710
710,710,9,9
9,9,719,719
719,719,9,9
9,9,724,724
