37,204,1,104,1,108,0.001,38.1
38,38,1,348,1,348,0.0,712
38,9,1,348,1,348,0.0,712
38,17,1,347,1,353,5.21e-171,481
38,21,1,348,1,364,6.57e-128,372
38,205,1,348,1,364,1.11e-125,367
38,392,2,347,3,361,5.21e-109,324
38,329,29,347,3,334,1.86e-94,286
38,86,1,257,1,252,2.49e-76,238
39,39,1,426,1,426,0.0,840
39,10,1,426,1,426,0.0,833
39,18,11,426,8,429,4.82e-152,439
39,22,9,426,13,428,5.57e-129,381
39,206,7,426,16,437,2.73e-126,374
39,330,8,423,52,442,7.56e-55,190
39,393,19,422,63,441,2.71e-53,187
39,54,42,423,44,407,7.71e-13,72.4
40,40,1,96,1,96,6.97e-65,192
41,41,1,219,1,219,7.06e-148,412
42,42,1,32,1,32,4.22e-14,59.7
43,43,1,27,1,27,8.91e-11,51.2
44,44,1,57,1,57,4.24e-33,109
45,45,1,485,1,485,0.0,933
46,46,1,90,1,90,1.59e-55,168
47,47,1,308,1,308,0.0,610
47,257,15,219,2,204,8.18e-06,49.3
48,48,1,405,1,405,0.0,810
49,49,1,101,1,101,5.54e-69,203
50,50,1,58,1,58,1.72e-36,118
51,51,1,44,1,44,3.44e-23,83.6
52,52,1,483,1,483,0.0,973
53,53,1,93,1,93,8.99e-58,174
53,246,13,89,12,88,2.05e-06,44.3
53,172,19,86,18,85,0.009,34.7
54,54,1,430,1,430,0.0,861
54,22,5,407,9,425,5.29e-21,97.1
54,330,44,407,86,442,1.36e-18,90.1
54,393,45,402,87,437,6.48e-18,88.2
54,206,119,407,141,434,2.67e-14,77
54,18,168,409,187,428,5.35e-13,72.8
54,10,44,407,42,423,7.78e-13,72.4
54,39,44,407,42,423,7.78e-13,72.4
55,55,1,301,1,301,0.0,624
55,247,1,200,1,227,4.84e-36,135
55,95,1,289,1,305,2.31e-35,133
55,194,1,191,1,183,2.93e-33,127
55,149,2,291,7,327,1.01e-32,125
55,162,2,291,7,327,1.01e-32,125
55,431,2,277,8,305,1.22e-32,126
55,422,2,227,3,236,2.77e-23,100
55,219,2,250,3,257,3.41e-20,92
55,211,2,214,21,227,6.06e-17,82.8
55,366,1,207,1,231,4.31e-07,53.5
55,400,1,207,1,231,4.31e-07,53.5
55,107,1,121,1,141,1.85e-06,51.6
55,183,1,142,1,157,1.89e-06,51.6
55,136,1,142,1,157,4.96e-06,50.1
55,121,1,142,1,157,5.38e-06,50.1
56,56,1,278,1,278,0.0,579
57,57,1,71,1,71,6.58e-49,150
58,58,1,78,1,78,1.85e-54,164
59,59,1,144,1,144,2.36e-103,293
60,60,1,30,1,30,6.08e-14,59.3
61,61,1,83,1,83,4.82e-55,166
62,62,1,82,1,82,4.01e-53,161
63,63,1,437,1,437,0.0,872
64,64,1,141,1,141,4.67e-99,282
65,65,1,424,1,424,0.0,868
65,284,1,273,1,285,9.66e-43,157
65,373,1,284,1,325,1.28e-26,113
65,383,1,284,1,325,1.28e-26,113
65,306,1,285,1,335,2.65e-22,100
65,295,1,227,1,271,1.61e-18,89.7
65,121,5,304,4,288,5.62e-04,44.7
65,183,5,246,4,232,6.85e-04,44.3
65,136,5,304,4,288,8.47e-04,44.3
65,406,14,377,13,361,0.002,42.7
65,107,5,246,4,232,0.004,42
66,66,1,430,1,430,0.0,898
67,67,1,100,1,100,6.39e-70,205
68,68,1,90,1,90,6.91e-62,184
69,69,1,71,1,71,3.02e-46,143
70,70,1,103,1,103,4.02e-67,198
71,71,1,96,1,96,6.20e-67,197
72,72,1,110,1,110,4.24e-75,219
73,73,1,316,1,316,0.0,651
73,109,1,306,1,306,0.0,586
73,122,1,311,1,311,0.0,582
73,184,1,311,1,311,0.0,587
73,137,51,311,1,262,1.56e-162,455
73,196,1,255,1,266,8.26e-25,104
74,74,1,74,1,74,3.65e-49,151
74,123,1,64,1,67,0.001,37.7
74,138,1,64,1,67,0.001,37.7
75,75,1,196,1,196,2.19e-142,396
75,186,1,196,1,196,2.32e-119,338
75,124,1,196,1,196,4.90e-112,320
75,139,1,196,1,196,4.90e-112,320
76,76,1,100,1,100,7.76e-71,207
77,77,1,109,1,109,2.95e-76,222
77,111,1,107,1,108,1.95e-62,187
77,126,1,107,1,108,1.95e-62,187
77,174,1,107,1,108,7.20e-62,186
77,98,1,95,1,95,2.61e-60,182
77,188,9,96,10,97,4.77e-06,44.3
78,78,1,88,1,88,9.51e-61,181
79,79,1,62,1,62,1.40e-38,123
80,80,1,168,1,168,1.44e-117,331
81,81,1,28,1,28,2.39e-13,57.8
82,82,1,39,1,39,6.23e-21,77.4
83,83,1,83,1,83,4.01e-54,164
84,84,1,506,1,506,0.0,1013
84,192,149,226,36,112,2.44e-15,80.9
84,171,125,371,96,310,3.34e-09,61.6
84,147,125,238,96,220,2.28e-04,46.2
84,160,125,238,96,220,2.28e-04,46.2
84,134,149,242,144,250,0.004,42.4
85,85,1,109,1,109,2.07e-69,205
86,86,1,276,1,276,0.0,569
86,392,3,239,4,241,3.70e-77,240
86,38,1,252,1,257,1.98e-76,238
86,9,1,252,1,257,2.65e-76,238
86,17,1,230,1,230,6.91e-76,237
86,205,1,229,1,230,1.78e-74,233
86,21,1,229,1,230,1.29e-73,231
86,329,29,239,3,214,3.75e-67,214
86,366,3,146,2,150,0.008,40
86,400,3,146,2,150,0.008,40
87,87,1,94,1,94,1.01e-65,194
88,88,1,95,1,95,1.09e-65,194
89,89,1,105,1,105,9.35e-73,213
89,143,1,104,1,103,1.40e-56,172
89,156,1,104,1,103,1.40e-56,172
89,167,1,104,1,103,1.40e-56,172
90,90,1,90,1,90,2.45e-60,180
90,189,37,90,49,102,1.13e-15,68.2
90,129,23,90,29,98,4.91e-15,66.2
90,100,18,90,24,98,6.17e-15,66.2
90,114,18,90,24,98,9.03e-15,65.9
90,176,18,90,24,92,1.13e-08,50.1
91,91,1,79,1,79,2.58e-52,159
91,190,1,77,1,77,3.96e-37,121
92,92,1,69,1,69,8.65e-39,124
92,191,28,69,26,67,7.63e-05,38.9
92,419,35,66,43,74,0.001,36.2
93,93,1,465,1,465,0.0,920
93,192,5,465,5,488,1.42e-68,228
93,217,305,461,414,624,5.76e-04,45.1
93,420,330,369,290,329,0.001,43.5
94,94,1,105,1,105,5.37e-67,198
94,193,1,105,1,106,1.53e-42,137
95,95,1,381,1,381,0.0,785
95,194,1,381,1,382,0.0,526
95,422,2,307,3,329,4.71e-46,164
95,219,2,307,3,332,6.24e-45,161
95,149,2,337,7,347,3.41e-41,150
95,162,2,337,7,347,3.41e-41,150
95,55,1,305,1,289,4.92e-37,138
95,211,2,307,21,339,5.33e-36,137
95,431,2,381,8,372,8.11e-36,137
95,247,1,307,1,343,2.54e-27,114
95,121,1,258,1,322,8.25e-07,53.5
95,107,1,258,1,322,1.05e-06,53.1
95,136,49,258,66,322,1.75e-06,52.4
95,183,53,258,70,322,1.20e-05,49.7
96,96,1,60,1,60,7.47e-38,121
97,97,1,384,1,384,0.0,788
97,142,1,384,1,375,0.0,564
97,155,1,384,1,375,0.0,564
97,166,1,384,1,375,0.0,556
97,300,115,337,148,370,1.86e-30,123
97,207,128,352,107,335,8.14e-21,95.1
97,241,77,352,64,335,2.04e-20,94
97,225,89,352,55,335,9.59e-20,92
97,214,117,336,93,301,4.30e-19,90.1
97,234,117,363,93,329,7.95e-19,89.4
97,279,114,336,102,315,4.90e-12,69.3
97,275,114,336,102,315,4.90e-12,69.3
97,287,114,272,104,266,1.62e-07,55.5
97,333,114,272,96,258,4.05e-07,54.3
97,310,114,272,96,258,5.83e-07,53.5
98,98,1,108,1,108,5.54e-76,221
98,111,1,108,1,108,9.03e-74,216
98,126,1,108,1,108,9.03e-74,216
98,174,1,108,1,108,4.23e-70,206
98,77,1,98,1,97,6.56e-60,181
98,188,9,97,10,98,3.11e-06,45.1
99,99,1,66,1,66,1.34e-44,139
99,175,1,66,23,81,3.29e-26,93.2
100,100,1,98,1,98,4.02e-63,188
100,114,1,98,1,98,4.12e-45,142
100,129,25,98,25,98,6.76e-44,139
100,176,1,98,1,92,1.61e-19,77.8
100,90,8,98,3,90,1.70e-17,72.8
100,189,45,98,49,102,6.16e-17,71.6
101,101,1,69,1,69,8.00e-42,132
101,130,1,69,1,69,3.50e-40,128
101,177,1,69,1,69,4.20e-23,85.1
101,115,1,46,1,46,1.85e-19,75.9
102,102,1,69,1,69,7.47e-40,127
102,131,1,69,1,69,5.28e-39,125
102,178,1,69,1,69,2.49e-30,103
103,103,1,82,1,82,8.58e-55,166
103,179,1,82,1,82,4.12e-54,164
103,132,1,82,1,82,1.32e-53,163
103,117,37,82,1,46,1.36e-24,89
103,227,1,80,1,85,0.005,35
104,104,1,74,1,74,1.66e-43,137
104,118,1,74,1,74,1.66e-43,137
104,133,1,74,1,74,1.66e-43,137
104,180,1,74,1,72,8.98e-15,64.3
104,229,32,74,1,43,0.003,35.4
105,105,1,510,1,510,0.0,1020
105,119,1,510,1,498,0.0,603
105,134,1,510,1,511,0.0,738
105,181,1,510,1,507,0.0,617
105,147,140,253,115,228,1.04e-60,207
105,160,140,253,115,228,1.04e-60,207
105,171,110,260,87,220,4.78e-10,64.3
105,239,418,509,255,344,5.07e-04,45.1
106,106,1,109,1,109,1.55e-70,207
106,120,1,109,1,109,1.24e-69,205
106,135,1,109,1,109,1.96e-69,205
106,182,1,109,1,109,1.80e-58,177
106,231,9,109,31,131,1.17e-10,56.6
106,238,9,109,15,115,5.59e-10,54.7
107,107,1,440,1,440,0.0,899
107,121,1,440,1,439,0.0,836
107,136,1,440,1,439,0.0,835
107,183,1,440,1,437,0.0,773
107,237,1,378,1,370,1.17e-39,150
107,232,1,387,1,377,1.05e-36,141
107,366,1,233,1,234,1.46e-09,62
107,400,1,233,1,234,1.46e-09,62
107,284,2,302,3,312,1.54e-07,55.8
107,406,1,263,1,262,2.50e-07,55.1
107,317,1,263,28,289,3.46e-07,54.7
107,55,1,141,1,121,2.47e-06,51.6
107,219,7,322,8,274,4.11e-06,51.6
107,422,4,141,5,142,1.92e-05,49.3
107,357,7,123,7,133,2.14e-05,47
107,211,2,120,21,123,2.82e-05,48.9
107,340,1,232,1,233,7.23e-05,47.4
107,257,1,120,1,121,8.80e-04,43.9
107,194,66,120,49,102,0.003,42.4
108,108,1,239,1,239,5.31e-175,482
108,150,1,229,10,204,1.39e-71,219
108,163,1,229,10,204,1.39e-71,219
108,195,1,82,1,83,5.25e-37,130
109,109,1,306,1,306,0.0,635
109,73,1,306,1,306,0.0,586
109,122,1,306,1,306,0.0,628
109,184,1,305,1,305,0.0,577
109,137,51,306,1,257,8.29e-174,483
109,196,1,255,1,266,5.34e-27,110
110,110,1,96,1,96,8.78e-65,192
110,187,1,95,1,95,7.89e-44,139
111,111,1,108,1,108,9.28e-76,221
111,126,1,108,1,108,9.28e-76,221
111,98,1,108,1,108,9.03e-74,216
111,174,1,108,1,108,5.27e-70,206
111,77,1,98,1,97,2.85e-60,182
111,188,9,97,10,98,3.53e-06,44.7
112,112,1,96,1,96,4.70e-68,200
113,113,1,65,1,65,3.11e-41,130
113,128,1,64,1,64,1.58e-38,123
113,141,6,56,3,53,2.81e-04,37.4
113,154,6,56,3,53,2.81e-04,37.4
113,165,6,56,3,53,2.81e-04,37.4
114,114,1,98,1,98,3.25e-64,191
114,129,1,98,1,98,6.98e-45,142
114,100,24,98,24,98,1.07e-43,139
114,176,1,98,1,92,9.92e-21,80.9
114,90,8,98,1,90,2.43e-17,72.4
114,189,45,98,49,102,3.78e-17,72.4
115,115,1,69,1,69,5.59e-41,130
115,101,1,49,1,49,4.77e-25,90.1
115,130,1,49,1,49,1.39e-23,86.3
115,177,1,69,1,69,7.04e-22,82
116,116,1,84,1,84,1.36e-54,165
117,179,1,46,37,82,1.07e-25,90.9
117,132,1,46,37,82,1.11e-25,90.9
117,117,1,46,1,46,1.65e-25,89.4
117,103,1,46,37,82,7.60e-25,89
118,118,1,74,1,74,1.66e-43,137
118,104,1,74,1,74,1.66e-43,137
118,133,1,74,1,74,1.66e-43,137
118,180,1,74,1,72,8.98e-15,64.3
118,229,32,74,1,43,0.003,35.4
119,119,1,498,1,498,0.0,984
119,105,1,498,1,510,0.0,614
119,134,1,498,1,511,0.0,684
119,181,1,498,1,507,0.0,596
119,171,127,248,100,220,1.10e-08,59.7
119,147,127,232,100,218,1.11e-08,60.1
119,160,127,232,100,218,1.11e-08,60.1
119,239,406,497,255,344,2.51e-04,45.8
120,120,1,109,1,109,2.04e-70,207
120,106,1,109,1,109,1.24e-69,205
120,135,1,109,1,109,1.97e-68,202
120,182,1,109,1,109,6.08e-58,176
120,231,9,109,31,131,2.21e-11,58.5
120,238,9,109,15,115,5.71e-10,54.7
121,121,1,439,1,439,0.0,890
121,107,1,439,1,440,0.0,822
121,136,1,439,1,439,0.0,889
121,183,1,439,1,437,0.0,785
121,237,1,378,1,370,1.67e-41,155
121,232,1,387,1,377,5.79e-36,139
121,366,1,233,1,234,8.76e-11,65.9
121,400,1,233,1,234,8.76e-11,65.9
121,406,1,298,1,295,3.15e-09,61.2
121,317,7,298,34,322,3.40e-09,61.2
121,284,2,276,3,291,1.11e-07,56.2
121,219,4,322,5,274,3.80e-07,54.7
121,340,7,232,7,233,4.59e-06,51.2
121,55,1,157,1,142,7.99e-06,50.1
121,211,2,120,21,123,1.09e-05,50.1
121,422,4,195,5,185,1.37e-05,49.7
121,357,7,123,7,133,3.16e-05,46.2
121,257,1,120,1,121,0.001,43.5
121,194,66,195,49,171,0.002,43.1
122,122,1,311,1,311,0.0,645
122,73,1,311,1,311,0.0,582
122,109,1,306,1,306,0.0,628
122,184,1,311,1,311,0.0,582
122,137,51,311,1,262,1.10e-176,491
122,196,44,255,51,266,1.88e-26,108
123,123,1,237,1,237,6.73e-177,487
123,138,1,237,1,237,3.30e-176,485
123,74,1,67,1,64,0.003,37.7
124,124,1,196,1,196,4.08e-143,398
124,139,1,196,1,196,4.08e-143,398
124,186,1,196,1,196,1.73e-115,328
124,75,1,196,1,196,4.90e-112,320
125,125,1,104,1,104,4.30e-73,214
125,140,1,104,1,104,2.16e-72,212
126,126,1,108,1,108,9.28e-76,221
126,111,1,108,1,108,9.28e-76,221
126,98,1,108,1,108,9.03e-74,216
126,174,1,108,1,108,5.27e-70,206
126,77,1,98,1,97,2.85e-60,182
126,188,9,97,10,98,3.53e-06,44.7
127,127,1,68,1,68,1.39e-42,134
128,128,1,65,1,65,7.71e-42,132
128,113,1,64,1,64,1.58e-38,123
129,129,1,98,1,98,3.55e-64,191
129,114,1,98,1,98,1.18e-44,141
129,100,25,98,25,98,1.87e-43,138
129,176,1,98,1,92,2.70e-22,85.1
129,189,45,98,49,102,6.03e-17,71.6
129,90,8,98,3,90,2.01e-16,70.1
130,130,1,69,1,69,1.19e-41,132
130,101,1,69,1,69,3.50e-40,128
130,177,1,69,1,69,1.20e-23,86.7
130,115,1,46,1,46,2.49e-18,73.2
131,131,1,69,1,69,3.04e-40,128
131,102,1,69,1,69,5.28e-39,125
131,178,1,69,1,69,2.27e-29,100
132,132,1,82,1,82,7.04e-55,166
132,179,1,82,1,82,1.69e-54,165
132,103,1,82,1,82,1.32e-53,163
132,117,37,82,1,46,1.99e-25,90.9
132,227,1,80,1,85,0.002,36.2
133,133,1,74,1,74,1.66e-43,137
133,104,1,74,1,74,1.66e-43,137
133,118,1,74,1,74,1.66e-43,137
133,180,1,74,1,72,8.98e-15,64.3
133,229,32,74,1,43,0.003,35.4
134,134,1,511,1,511,0.0,1014
134,105,1,511,1,510,0.0,739
134,119,1,511,1,498,0.0,673
134,181,1,511,1,507,0.0,689
134,147,142,261,115,235,3.59e-46,169
134,160,142,261,115,235,3.59e-46,169
134,171,141,261,114,220,2.13e-09,62
134,239,419,510,255,344,2.51e-04,45.8
134,84,144,250,149,242,0.003,43.1
135,135,1,109,1,109,2.72e-70,207
135,106,1,109,1,109,1.96e-69,205
135,120,1,109,1,109,1.97e-68,202
135,182,1,109,1,109,1.84e-57,174
135,231,9,109,31,131,4.81e-11,57.8
135,238,9,109,15,115,2.04e-09,53.1
136,136,1,439,1,439,0.0,891
136,107,1,439,1,440,0.0,821
136,121,1,439,1,439,0.0,889
136,183,1,439,1,437,0.0,784
136,237,1,378,1,370,2.22e-41,154
136,232,1,387,1,377,4.45e-36,140
136,366,1,233,1,234,9.94e-11,65.9
136,400,1,233,1,234,9.94e-11,65.9
136,317,7,298,34,322,3.08e-09,61.2
136,406,1,298,1,295,3.17e-09,61.2
136,284,2,276,3,291,1.36e-07,56.2
136,219,4,322,5,274,3.83e-07,54.7
136,422,4,195,5,185,4.23e-06,51.2
136,340,7,232,7,233,5.19e-06,51.2
136,55,1,157,1,142,8.67e-06,50.1
136,211,2,120,21,123,2.40e-05,48.9
136,357,7,123,7,133,3.25e-05,46.2
136,194,66,195,49,171,0.001,43.5
136,257,1,120,1,121,0.001,43.1
137,137,1,262,1,262,0.0,542
137,122,1,262,51,311,9.30e-177,491
137,109,1,257,51,306,7.10e-174,483
137,73,1,262,51,311,1.29e-162,455
137,184,1,262,51,311,1.79e-162,454
137,196,1,206,58,266,2.26e-19,88.2
138,138,1,237,1,237,7.76e-177,487
138,123,1,237,1,237,3.30e-176,485
138,74,1,67,1,64,0.003,37.7
139,139,1,196,1,196,4.08e-143,398
139,124,1,196,1,196,4.08e-143,398
139,186,1,196,1,196,1.73e-115,328
139,75,1,196,1,196,4.90e-112,320
140,140,1,104,1,104,5.66e-73,213
140,125,1,104,1,104,2.16e-72,212
141,141,1,68,1,68,1.56e-44,139
141,154,1,68,1,68,1.56e-44,139
141,165,1,68,1,68,1.56e-44,139
141,113,3,53,6,56,2.93e-04,37.4
142,142,1,375,1,375,0.0,774
142,97,1,375,1,384,0.0,564
142,155,1,375,1,375,0.0,774
142,166,1,375,1,375,0.0,767
142,300,106,355,148,400,2.23e-31,125
142,214,31,328,1,302,2.32e-20,93.6
142,225,31,343,1,335,2.99e-20,93.6
142,241,31,343,1,335,1.14e-19,91.7
142,234,31,328,1,302,1.20e-19,91.7
142,207,119,358,107,348,4.00e-19,90.1
142,279,105,327,102,315,6.22e-07,53.5
142,275,105,327,102,315,6.22e-07,53.5
142,333,47,280,36,271,2.66e-04,45.4
142,287,104,280,103,279,5.07e-04,44.3
142,310,47,280,36,271,0.001,43.1
143,143,1,103,1,103,1.03e-72,213
143,156,1,103,1,103,1.03e-72,213
143,167,1,103,1,103,1.03e-72,213
143,89,1,103,1,104,1.37e-56,172
144,144,1,89,1,89,3.46e-57,172
144,157,1,89,1,89,3.46e-57,172
144,168,1,89,1,89,3.46e-57,172
145,145,1,111,1,111,3.10e-76,222
145,158,1,111,1,111,3.10e-76,222
145,169,1,111,1,111,3.10e-76,222
146,146,1,26,1,26,6.76e-11,51.2
146,159,1,26,1,26,6.76e-11,51.2
146,170,1,26,1,26,6.76e-11,51.2
147,147,1,426,1,426,0.0,854
147,160,1,426,1,426,0.0,854
147,171,1,426,1,411,0.0,621
147,105,70,228,94,253,3.39e-61,208
147,134,118,228,145,254,8.77e-46,167
147,181,118,230,145,255,6.98e-30,123
147,119,70,218,94,232,2.66e-06,52.4
147,84,75,220,91,238,1.12e-04,47
148,148,1,91,1,91,5.02e-54,164
148,161,1,91,1,91,5.02e-54,164
148,172,1,87,1,87,3.68e-51,157
148,53,18,85,19,86,6.49e-05,40.4
149,149,1,364,1,364,0.0,746
149,162,1,364,1,364,0.0,746
149,95,7,347,2,337,2.05e-33,130
149,194,7,332,2,313,1.55e-32,127
149,431,4,364,5,355,4.45e-31,123
149,55,7,327,2,291,6.37e-30,119
149,219,6,334,2,340,1.21e-26,111
149,422,6,334,2,337,1.15e-25,108
149,211,7,336,21,349,2.01e-24,105
149,247,7,359,2,376,9.04e-10,62.4
150,150,1,208,1,208,3.97e-152,422
150,163,1,208,1,208,3.97e-152,422
150,108,10,204,1,229,1.21e-71,219
150,195,10,107,1,106,2.74e-40,137
151,151,1,143,1,143,4.95e-101,287
151,164,1,143,1,143,4.95e-101,287
152,152,1,156,1,156,1.51e-113,320
152,173,1,156,1,156,1.53e-100,287
152,249,3,89,4,89,1.70e-07,50.1
152,224,3,89,4,89,1.93e-05,44.7
152,425,1,101,1,101,5.50e-04,40.8
152,332,7,87,7,86,0.009,37.4
153,153,1,109,1,109,1.05e-77,226
154,154,1,68,1,68,1.56e-44,139
154,141,1,68,1,68,1.56e-44,139
154,165,1,68,1,68,1.56e-44,139
