source:/home/abelardo/Documents/Semestre2021-2/ssDNA_invoking_gethoms/results/Get_homologues/Geminiviridae/cluster_2_homologues_19062021_0435_intersection	1_AV2.faa	2_AV1.faa	3_AC3.faa	4_AC2.faa	6_AC4.faa	55_V4.faa	56_V2.faa	57_V3.faa	61_C3.faa	81_AC5.faa	172_AC1.faa	214_C5.faa	234_AC5.faa	354_AV3_protein.faa	404_C2.faa	431_movement_protein.faa	432_capsid_protein.faa	564_V1.faa	565_V2.faa	566_rep.faa	753_CP.faa	795_c1.faa	863_truncated_V2.faa	880_AC4.faa	1114_V1.faa
Sweet-potato-leaf-curl-South-Carolina-virus_taxid_999288.gbk	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Sweet-potato-leaf-curl-Spain-virus_taxid_652717.gbk	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Sweet-potato-leaf-curl-Uganda-virus-Uganda-Kampala-2008_taxid_940846.gbk	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sweet-potato-leaf-curl-virus_taxid_100755.gbk	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sweet-potato-mosaic-virus--Brazil-Brasilia1-2007_taxid_1513529.gbk	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sweet-potato-mosaic-virus_taxid_1513528.gbk	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Synedrella-leaf-curl-virus_taxid_1899219.gbk	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Synedrella-yellow-vein-clearing-virus_taxid_1914900.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TYLCAxV-Sic1-IT-Sic2-2-04_taxid_604276.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Telfairia-golden-mosaic-virus_taxid_2169737.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tobacco-curly-shoot-virus_taxid_180526.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tobacco-leaf-curl-Comoros-virus_taxid_439423.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tobacco-leaf-curl-Japan-virus_taxid_223332.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tobacco-leaf-curl-Kochi-virus_taxid_223334.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tobacco-leaf-curl-Pusa-virus_taxid_905054.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tobacco-leaf-curl-Thailand-virus_taxid_409287.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tobacco-leaf-curl-Yunnan-virus_taxid_211866.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tobacco-leaf-curl-Zimbabwe-virus_taxid_223337.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tobacco-leaf-curl-virus_taxid_67762.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-curly-stunt-virus_taxid_128941.gbk	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-enation-leaf-curl-virus_taxid_1632184.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-latent-virus_taxid_1608257.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Anjouan-virus_taxid_439422.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Arusha-virus_taxid_392761.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Bangalore-virus_taxid_220608.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Bangladesh-virus_taxid_223344.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Barka-virus_taxid_1498504.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Burkina-Faso-virus_taxid_1955054.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Cameroon-virus_taxid_693894.gbk	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
Tomato-leaf-curl-Cebu-virus_taxid_507474.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-China-virus--OX2_taxid_1329381.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-China-virus_taxid_229636.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Comoros-virus_taxid_997078.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Cotabato-virus_taxid_507475.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Diana-virus_taxid_439426.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Gandhinagar-virus_taxid_1384631.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Ghana-virus_taxid_501328.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Guangdong-virus_taxid_400835.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Guangxi-virus_taxid_377609.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Hainan-virus_taxid_664980.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Hanoi-virus_taxid_971271.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Iran-virus_taxid_270140.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Java-virus_taxid_263001.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Joydebpur-virus_taxid_309390.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Karnataka-virus_taxid_220932.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Kerala-virus_taxid_551531.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Kumasi-virus_taxid_548915.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Laos-virus_taxid_223345.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Liwa-virus_taxid_1303385.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Madagascar-virus-Menabe_taxid_996311.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Malaysia-virus_taxid_223346.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Mali-virus_taxid_260379.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Mayotte-virus_taxid_302100.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Mindanao-virus_taxid_507476.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Moheli-virus_taxid_439425.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomato-leaf-curl-Namakely-virus_taxid_439421.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-New-Delhi-virus-2_taxid_2050583.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-New-Delhi-virus-4_taxid_2049944.gbk	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Nigeria-virus-Nigeria-2006_taxid_614034.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Oman-virus_taxid_713949.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Patna-virus_taxid_575917.gbk	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Philippines-virus_taxid_96054.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Pune-virus_taxid_407837.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Rajasthan-virus--India-Rajasthan-2005_taxid_420254.gbk	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Ranchi-virus_taxid_938276.gbk	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Sri-Lanka-virus_taxid_223352.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Sudan-virus_taxid_270146.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Sulawesi-virus_taxid_634441.gbk	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Taiwan-virus_taxid_196093.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Toliara-virus_taxid_439427.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Uganda-virus--Iganga_taxid_341035.gbk	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-Vietnam-virus_taxid_208177.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-leaf-curl-virus_taxid_28350.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-yellow-leaf-curl-Axarquia-virus_taxid_232380.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-yellow-leaf-curl-China-virus_taxid_185793.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-yellow-leaf-curl-Guangdong-virus_taxid_297249.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-yellow-leaf-curl-Indonesia-virus-Lembang_taxid_395349.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-yellow-leaf-curl-Malaga-virus_taxid_219744.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-yellow-leaf-curl-Mali-virus_taxid_260377.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-yellow-leaf-curl-Sardinia-virus_taxid_123735.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-yellow-leaf-curl-Saudi-virus_taxid_1391746.gbk	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-yellow-leaf-curl-Shuangbai-virus--Y4536_taxid_1825931.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-yellow-leaf-curl-Vietnam-virus_taxid_390442.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-yellow-leaf-curl-Yunnan-virus_taxid_1335768.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tomato-yellow-leaf-curl-virus_taxid_10832.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Velvet-bean-golden-mosaic-virus_taxid_1881630.gbk	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Vernonia-crinkle-virus_taxid_1925153.gbk	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Vernonia-yellow-vein-Fujian-virus_taxid_1001341.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Vernonia-yellow-vein-virus_taxid_367061.gbk	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Vinca-leaf-curl-virus_taxid_1170656.gbk	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
West-African-Asystasia-virus-2_taxid_1046574.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Whitefly-associated-begomovirus-7_taxid_2169744.gbk	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
